flight_id,flight_date,terminal,aircraft_type,arrival_time,scheduled_turnaround_min,actual_turnaround_min,delay_minutes,departure_time
FL24126,2024-03-25,T2,B787,08:45:00,50,63,13,09:48:00
FL24127,2024-08-09,T1,B737,03:11:00,40,47,7,03:58:00
FL24128,2024-02-18,T3,B787,11:33:00,50,61,11,12:34:00
FL24129,2024-06-28,T2,B787,10:41:00,55,79,24,12:00:00
FL24130,2024-01-10,T1,A320,20:47:00,50,69,19,21:56:00
FL24131,2024-09-17,T1,B787,09:14:00,55,60,5,10:14:00
FL24132,2024-11-15,T1,B737,06:26:00,40,63,23,07:29:00
FL24133,2024-07-04,T3,B787,11:20:00,45,55,10,12:15:00
FL24134,2024-08-16,T1,B737,12:55:00,40,36,0,13:31:00
FL24135,2024-06-06,T1,B787,03:22:00,40,59,19,04:21:00
FL24136,2024-09-29,T3,A320,16:49:00,50,57,7,17:46:00
FL24137,2024-11-18,T2,A321,07:26:00,50,54,4,08:20:00
FL24138,2024-01-21,T2,A321,14:59:00,55,78,23,16:17:00
FL24139,2024-01-16,T3,B737,18:11:00,40,46,6,18:57:00
FL24140,2024-10-09,T2,B787,18:35:00,55,57,2,19:32:00
FL24141,2024-04-24,T1,A320,12:57:00,40,43,3,13:40:00
FL24142,2024-01-06,T1,B787,02:57:00,45,41,0,03:38:00
FL24143,2024-10-24,T2,A320,13:48:00,50,71,21,14:59:00
FL24144,2024-09-15,T2,A320,09:18:00,50,51,1,10:09:00
FL24145,2024-02-09,T2,B787,17:06:00,55,72,17,18:18:00
FL24146,2024-10-02,T3,B787,01:42:00,50,63,13,02:45:00
FL24147,2024-08-19,T2,A321,21:36:00,40,46,6,22:22:00
FL24148,2024-01-07,T3,B787,01:55:00,40,50,10,02:45:00
FL24149,2024-11-10,T2,A321,14:18:00,45,59,14,15:17:00
FL24150,2024-04-02,T3,B737,07:43:00,50,59,9,08:42:00
FL24151,2024-11-03,T3,A321,01:43:00,50,58,8,02:41:00
FL24152,2024-01-21,T1,A321,04:18:00,45,65,20,05:23:00
FL24153,2024-01-11,T2,A320,22:11:00,45,48,3,22:59:00
FL24154,2024-02-19,T1,A320,23:10:00,55,66,11,00:16:00
FL24155,2024-09-21,T1,A321,15:28:00,55,79,24,16:47:00
FL24156,2024-02-14,T3,B737,13:29:00,45,58,13,14:27:00
FL24157,2024-10-11,T3,A320,10:41:00,50,67,17,11:48:00
FL24158,2024-11-13,T3,B737,13:26:00,50,56,6,14:22:00
FL24159,2024-09-27,T3,A321,17:02:00,50,58,8,18:00:00
FL24160,2024-10-01,T1,B787,22:05:00,50,71,21,23:16:00
FL24161,2024-02-04,T3,A321,09:19:00,45,41,0,10:00:00
FL24162,2024-05-20,T1,B787,00:26:00,45,50,5,01:16:00
FL24163,2024-05-23,T1,A320,08:27:00,55,68,13,09:35:00
FL24164,2024-11-18,T2,A320,08:46:00,45,43,0,09:29:00
FL24165,2024-09-01,T2,A320,12:54:00,50,72,22,14:06:00
FL24166,2024-12-16,T3,A320,23:08:00,45,40,0,23:48:00
FL24167,2024-11-06,T1,A321,15:52:00,55,74,19,17:06:00
FL24168,2024-07-11,T1,A321,04:57:00,50,59,9,05:56:00
FL24169,2024-02-04,T1,A320,12:56:00,45,53,8,13:49:00
FL24170,2024-09-28,T2,B737,06:00:00,45,48,3,06:48:00
FL24171,2024-06-26,T1,B787,08:23:00,40,53,13,09:16:00
FL24172,2024-09-26,T1,A320,09:47:00,50,55,5,10:42:00
FL24173,2024-11-13,T1,A320,00:29:00,50,65,15,01:34:00
FL24174,2024-05-30,T2,A320,22:43:00,55,51,0,23:34:00
FL24175,2024-04-08,T3,B737,02:05:00,55,73,18,03:18:00
FL24176,2024-01-29,T3,A320,09:55:00,55,54,0,10:49:00
FL24177,2024-05-29,T3,B787,23:09:00,55,67,12,00:16:00
FL24178,2024-07-26,T2,B787,04:22:00,40,56,16,05:18:00
FL24179,2024-12-14,T2,A321,15:35:00,55,65,10,16:40:00
FL24180,2024-09-18,T3,B737,14:31:00,40,46,6,15:17:00
FL24181,2024-07-28,T3,A321,20:45:00,55,55,0,21:40:00
FL24182,2024-03-29,T2,B737,00:01:00,50,55,5,00:56:00
FL24183,2024-08-24,T3,B737,06:33:00,40,39,0,07:12:00
FL24184,2024-09-04,T1,B787,05:05:00,50,66,16,06:11:00
FL24185,2024-09-14,T2,A320,19:29:00,55,73,18,20:42:00
FL24186,2024-07-10,T3,B787,08:49:00,55,76,21,10:05:00
FL24187,2024-04-05,T3,A321,08:47:00,40,39,0,09:26:00
FL24188,2024-02-05,T2,B737,22:11:00,55,66,11,23:17:00
FL24189,2024-04-05,T2,A321,16:04:00,55,67,12,17:11:00
FL24190,2024-02-06,T1,B787,11:10:00,50,53,3,12:03:00
FL24191,2024-08-21,T2,B737,22:43:00,40,64,24,23:47:00
FL24192,2024-04-11,T2,A320,05:51:00,55,60,5,06:51:00
FL24193,2024-06-28,T1,B737,13:29:00,55,57,2,14:26:00
FL24194,2024-11-20,T3,A321,03:28:00,55,61,6,04:29:00
FL24195,2024-03-10,T2,A321,15:57:00,55,69,14,17:06:00
FL24196,2024-04-16,T3,A321,03:24:00,55,50,0,04:14:00
FL24197,2024-09-27,T1,A321,10:24:00,50,73,23,11:37:00
FL24198,2024-12-19,T2,B737,12:00:00,45,55,10,12:55:00
FL24199,2024-02-16,T1,B737,10:35:00,40,42,2,11:17:00
FL24200,2024-04-17,T3,B787,17:18:00,45,56,11,18:14:00
FL24201,2024-12-29,T1,B787,14:17:00,40,62,22,15:19:00
FL24202,2024-03-09,T2,B737,07:55:00,55,58,3,08:53:00
FL24203,2024-11-03,T2,B787,04:57:00,55,59,4,05:56:00
FL24204,2024-01-02,T3,B737,09:16:00,55,58,3,10:14:00
FL24205,2024-08-06,T3,A320,18:37:00,40,55,15,19:32:00
FL24206,2024-02-14,T3,B737,01:46:00,50,47,0,02:33:00
FL24207,2024-08-20,T3,B787,21:41:00,50,45,0,22:26:00
FL24208,2024-07-07,T2,A320,02:07:00,50,62,12,03:09:00
FL24209,2024-12-13,T2,B787,07:38:00,50,74,24,08:52:00
FL24210,2024-05-01,T2,B737,00:37:00,40,55,15,01:32:00
FL24211,2024-03-05,T1,B787,03:17:00,55,67,12,04:24:00
FL24212,2024-05-28,T1,B737,05:56:00,55,78,23,07:14:00
FL24213,2024-09-05,T3,B787,00:06:00,50,50,0,00:56:00
FL24214,2024-03-07,T3,B787,22:35:00,40,62,22,23:37:00
FL24215,2024-12-15,T3,B737,08:38:00,55,61,6,09:39:00
FL24216,2024-02-28,T2,A320,03:13:00,50,71,21,04:24:00
FL24217,2024-04-24,T1,B737,05:15:00,40,53,13,06:08:00
FL24218,2024-04-25,T3,B737,17:04:00,45,52,7,17:56:00
FL24219,2024-08-24,T3,B737,18:05:00,55,72,17,19:17:00
FL24220,2024-02-16,T2,A321,05:42:00,50,70,20,06:52:00
FL24221,2024-04-18,T1,A321,10:00:00,50,54,4,10:54:00
FL24222,2024-09-30,T3,B787,17:21:00,50,69,19,18:30:00
FL24223,2024-04-22,T3,A321,10:19:00,50,72,22,11:31:00
FL24224,2024-02-02,T3,A320,23:14:00,50,45,0,23:59:00
FL24225,2024-10-06,T3,B737,13:41:00,45,58,13,14:39:00
FL24226,2024-10-18,T1,A320,03:54:00,40,50,10,04:44:00
FL24227,2024-11-11,T1,B737,18:12:00,40,62,22,19:14:00
FL24228,2024-06-10,T3,A320,07:26:00,50,70,20,08:36:00
FL24229,2024-03-30,T2,A321,10:09:00,55,79,24,11:28:00
FL24230,2024-02-20,T3,B737,00:07:00,45,43,0,00:50:00
FL24231,2024-05-23,T2,A321,07:41:00,50,66,16,08:47:00
FL24232,2024-04-13,T3,A321,16:39:00,50,47,0,17:26:00
FL24233,2024-06-18,T3,B737,22:14:00,50,48,0,23:02:00
FL24234,2024-01-16,T2,A320,02:13:00,50,55,5,03:08:00
FL24235,2024-05-12,T3,B787,06:24:00,40,60,20,07:24:00
FL24236,2024-06-18,T1,A321,00:55:00,55,54,0,01:49:00
FL24237,2024-01-30,T2,A321,16:32:00,55,64,9,17:36:00
FL24238,2024-06-08,T1,B737,23:03:00,50,48,0,23:51:00
FL24239,2024-05-26,T2,B737,18:57:00,50,73,23,20:10:00
FL24240,2024-11-02,T1,A320,18:31:00,50,63,13,19:34:00
FL24241,2024-08-24,T3,A321,02:17:00,50,72,22,03:29:00
FL24242,2024-06-23,T3,B787,18:51:00,45,62,17,19:53:00
FL24243,2024-03-12,T2,A321,08:54:00,55,73,18,10:07:00
FL24244,2024-12-28,T1,A320,02:23:00,45,41,0,03:04:00
FL24245,2024-05-06,T3,B787,14:28:00,40,62,22,15:30:00
FL24246,2024-07-14,T1,B737,10:55:00,45,49,4,11:44:00
FL24247,2024-07-03,T1,B737,00:55:00,45,50,5,01:45:00
FL24248,2024-05-29,T2,B737,10:19:00,45,54,9,11:13:00
FL24249,2024-08-01,T3,A320,17:09:00,40,64,24,18:13:00
FL24250,2024-04-03,T2,B737,09:01:00,55,71,16,10:12:00
FL24251,2024-02-27,T2,B787,07:26:00,45,68,23,08:34:00
FL24252,2024-08-06,T3,B737,23:28:00,55,58,3,00:26:00
FL24253,2024-08-06,T1,A320,22:10:00,55,66,11,23:16:00
FL24254,2024-01-13,T2,A321,14:33:00,40,58,18,15:31:00
FL24255,2024-10-09,T3,A321,10:38:00,55,55,0,11:33:00
FL24256,2024-05-19,T1,B787,22:05:00,40,38,0,22:43:00
FL24257,2024-09-30,T1,A320,23:48:00,45,61,16,00:49:00
FL24258,2024-04-28,T1,B737,10:10:00,55,62,7,11:12:00
FL24259,2024-09-27,T2,B737,13:56:00,50,70,20,15:06:00
FL24260,2024-04-06,T2,A321,12:59:00,50,53,3,13:52:00
FL24261,2024-11-25,T3,B737,13:56:00,50,65,15,15:01:00
FL24262,2024-02-16,T1,A321,08:29:00,45,44,0,09:13:00
FL24263,2024-05-31,T1,A321,18:16:00,55,68,13,19:24:00
FL24264,2024-06-21,T3,B737,13:31:00,55,74,19,14:45:00
FL24265,2024-10-01,T1,A321,09:23:00,55,68,13,10:31:00
FL24266,2024-12-12,T1,A321,04:24:00,55,70,15,05:34:00
FL24267,2024-08-24,T3,A320,20:50:00,50,61,11,21:51:00
FL24268,2024-01-31,T3,B737,20:16:00,45,65,20,21:21:00
FL24269,2024-07-31,T2,A320,23:17:00,45,46,1,00:03:00
FL24270,2024-09-28,T2,B737,00:09:00,45,63,18,01:12:00
FL24271,2024-03-18,T2,B737,05:01:00,55,61,6,06:02:00
FL24272,2024-10-05,T3,B737,23:02:00,55,65,10,00:07:00
FL24273,2024-02-10,T2,B737,13:24:00,40,47,7,14:11:00
FL24274,2024-05-25,T1,B787,17:55:00,55,57,2,18:52:00
FL24275,2024-01-12,T2,B787,01:38:00,55,79,24,02:57:00
FL24276,2024-09-04,T2,A321,09:52:00,45,65,20,10:57:00
FL24277,2024-08-16,T2,A320,17:16:00,40,46,6,18:02:00
FL24278,2024-11-26,T3,A320,23:33:00,40,51,11,00:24:00
FL24279,2024-06-27,T1,A321,05:56:00,55,75,20,07:11:00
FL24280,2024-12-06,T3,A320,15:27:00,45,65,20,16:32:00
FL24281,2024-06-08,T1,B787,00:10:00,55,65,10,01:15:00
FL24282,2024-08-08,T2,A320,01:20:00,40,50,10,02:10:00
FL24283,2024-11-22,T2,B737,21:24:00,40,62,22,22:26:00
FL24284,2024-06-12,T1,B737,00:05:00,45,49,4,00:54:00
FL24285,2024-06-16,T3,B737,06:12:00,45,40,0,06:52:00
FL24286,2024-08-06,T3,B737,08:00:00,50,67,17,09:07:00
FL24287,2024-03-10,T2,A321,03:41:00,55,66,11,04:47:00
FL24288,2024-09-16,T1,A321,18:24:00,55,54,0,19:18:00
FL24289,2024-03-03,T1,B787,08:34:00,55,53,0,09:27:00
FL24290,2024-09-02,T1,B787,18:03:00,40,37,0,18:40:00
FL24291,2024-02-19,T1,B787,03:40:00,45,40,0,04:20:00
FL24292,2024-10-12,T2,A321,05:48:00,55,57,2,06:45:00
FL24293,2024-08-21,T3,A320,03:47:00,45,58,13,04:45:00
FL24294,2024-01-16,T2,B737,04:49:00,45,65,20,05:54:00
FL24295,2024-01-04,T1,A320,04:52:00,55,53,0,05:45:00
FL24296,2024-10-08,T3,B737,13:29:00,45,53,8,14:22:00
FL24297,2024-06-05,T2,B787,20:16:00,45,59,14,21:15:00
FL24298,2024-08-07,T1,B737,15:55:00,40,35,0,16:30:00
FL24299,2024-12-13,T2,A320,21:20:00,55,66,11,22:26:00
FL24300,2024-12-29,T1,A320,06:27:00,55,53,0,07:20:00
FL24301,2024-02-20,T2,B787,10:14:00,55,55,0,11:09:00
FL24302,2024-02-11,T2,B787,23:41:00,40,61,21,00:42:00
FL24303,2024-05-14,T2,A320,06:05:00,45,67,22,07:12:00
FL24304,2024-09-30,T1,B787,10:57:00,55,63,8,12:00:00
FL24305,2024-09-15,T3,A321,04:49:00,50,57,7,05:46:00
FL24306,2024-07-09,T3,B787,22:12:00,50,66,16,23:18:00
FL24307,2024-09-12,T1,A320,21:41:00,40,38,0,22:19:00
FL24308,2024-08-23,T3,A321,03:08:00,55,71,16,04:19:00
FL24309,2024-10-02,T3,A320,15:17:00,45,50,5,16:07:00
FL24310,2024-12-19,T2,A321,20:01:00,40,52,12,20:53:00
FL24311,2024-03-13,T2,B787,15:23:00,45,66,21,16:29:00
FL24312,2024-03-14,T1,B787,16:27:00,45,55,10,17:22:00
FL24313,2024-05-02,T1,A320,06:14:00,50,48,0,07:02:00
FL24314,2024-03-10,T2,A321,12:39:00,55,69,14,13:48:00
FL24315,2024-03-19,T1,A320,03:36:00,45,49,4,04:25:00
FL24316,2024-09-04,T1,B737,17:45:00,45,54,9,18:39:00
FL24317,2024-07-05,T3,B787,03:13:00,45,69,24,04:22:00
FL24318,2024-05-20,T1,A320,22:30:00,45,53,8,23:23:00
FL24319,2024-10-24,T1,A320,23:16:00,40,48,8,00:04:00
FL24320,2024-02-13,T2,B737,02:42:00,45,54,9,03:36:00
FL24321,2024-09-03,T1,B737,04:35:00,50,65,15,05:40:00
FL24322,2024-12-01,T2,A321,06:03:00,40,51,11,06:54:00
FL24323,2024-08-13,T1,B737,12:54:00,50,63,13,13:57:00
FL24324,2024-03-07,T3,A321,07:59:00,45,42,0,08:41:00
FL24325,2024-10-02,T2,A320,11:28:00,55,69,14,12:37:00
FL24326,2024-09-09,T1,B737,07:39:00,50,47,0,08:26:00
FL24327,2024-10-29,T1,A321,21:28:00,55,79,24,22:47:00
FL24328,2024-10-06,T3,A320,08:58:00,40,56,16,09:54:00
FL24329,2024-06-27,T1,A321,16:13:00,50,46,0,16:59:00
FL24330,2024-10-05,T3,A320,23:29:00,45,44,0,00:13:00
FL24331,2024-05-08,T2,A321,01:24:00,45,45,0,02:09:00
FL24332,2024-04-24,T2,B787,22:19:00,55,77,22,23:36:00
FL24333,2024-11-17,T1,A320,04:02:00,55,58,3,05:00:00
FL24334,2024-09-30,T2,A320,14:39:00,50,54,4,15:33:00
FL24335,2024-07-20,T3,A321,22:45:00,55,50,0,23:35:00
FL24336,2024-04-26,T3,A320,20:00:00,45,42,0,20:42:00
FL24337,2024-02-04,T1,A321,19:13:00,55,76,21,20:29:00
FL24338,2024-04-15,T3,A320,10:56:00,40,57,17,11:53:00
FL24339,2024-09-05,T3,B737,18:26:00,40,58,18,19:24:00
FL24340,2024-05-31,T3,B737,23:03:00,40,39,0,23:42:00
FL24341,2024-05-20,T1,A321,01:27:00,55,58,3,02:25:00
FL24342,2024-10-21,T2,B787,12:21:00,50,70,20,13:31:00
FL24343,2024-06-10,T3,B737,16:24:00,50,68,18,17:32:00
FL24344,2024-05-26,T2,B737,07:50:00,55,50,0,08:40:00
FL24345,2024-09-12,T2,A320,22:57:00,55,66,11,00:03:00
FL24346,2024-03-31,T1,B787,06:55:00,40,42,2,07:37:00
FL24347,2024-08-05,T1,B787,17:54:00,55,63,8,18:57:00
FL24348,2024-05-18,T2,B787,11:21:00,50,60,10,12:21:00
FL24349,2024-06-25,T1,B787,18:06:00,40,43,3,18:49:00
FL24350,2024-10-17,T2,B787,18:32:00,55,74,19,19:46:00
FL24351,2024-12-05,T3,B787,20:13:00,45,55,10,21:08:00
FL24352,2024-03-16,T2,B737,14:58:00,50,60,10,15:58:00
FL24353,2024-02-26,T2,A321,10:00:00,40,50,10,10:50:00
FL24354,2024-01-28,T3,A321,22:51:00,40,61,21,23:52:00
FL24355,2024-11-17,T1,B787,19:59:00,40,40,0,20:39:00
FL24356,2024-11-16,T2,A320,23:07:00,50,51,1,23:58:00
FL24357,2024-05-29,T1,B737,12:55:00,45,44,0,13:39:00
FL24358,2024-11-02,T3,A320,15:00:00,55,75,20,16:15:00
FL24359,2024-12-12,T2,B737,08:02:00,50,48,0,08:50:00
FL24360,2024-07-17,T2,B737,19:02:00,40,48,8,19:50:00
FL24361,2024-06-12,T2,B737,02:48:00,55,73,18,04:01:00
FL24362,2024-06-30,T2,A320,02:26:00,50,63,13,03:29:00
FL24363,2024-08-27,T1,A320,07:18:00,45,50,5,08:08:00
FL24364,2024-08-29,T1,B787,14:47:00,45,46,1,15:33:00
FL24365,2024-03-06,T3,B737,20:12:00,55,55,0,21:07:00
FL24366,2024-06-19,T1,A321,02:39:00,55,59,4,03:38:00
FL24367,2024-05-12,T2,B737,13:33:00,50,68,18,14:41:00
FL24368,2024-03-21,T3,A321,06:41:00,45,61,16,07:42:00
FL24369,2024-06-13,T2,B787,09:45:00,50,62,12,10:47:00
FL24370,2024-03-03,T2,B787,14:23:00,50,49,0,15:12:00
FL24371,2024-12-20,T3,B787,17:21:00,55,53,0,18:14:00
FL24372,2024-02-20,T2,B737,02:19:00,45,42,0,03:01:00
FL24373,2024-03-12,T2,B737,18:58:00,40,56,16,19:54:00
FL24374,2024-02-12,T3,A321,05:27:00,50,49,0,06:16:00
FL24375,2024-11-18,T1,A321,03:44:00,40,37,0,04:21:00
FL24376,2024-11-16,T3,A320,09:17:00,45,53,8,10:10:00
FL24377,2024-11-13,T3,A321,07:18:00,40,47,7,08:05:00
FL24378,2024-08-03,T3,B787,06:25:00,50,50,0,07:15:00
FL24379,2024-07-09,T1,B737,08:40:00,45,52,7,09:32:00
FL24380,2024-06-06,T3,A320,21:16:00,50,48,0,22:04:00
FL24381,2024-03-30,T1,B737,10:19:00,45,62,17,11:21:00
FL24382,2024-04-13,T2,B787,18:41:00,50,45,0,19:26:00
FL24383,2024-02-20,T3,B787,13:06:00,40,53,13,13:59:00
FL24384,2024-09-10,T2,B787,18:14:00,50,49,0,19:03:00
FL24385,2024-04-16,T2,A320,09:10:00,40,47,7,09:57:00
FL24386,2024-10-20,T1,B737,07:26:00,50,46,0,08:12:00
FL24387,2024-08-23,T2,A321,18:33:00,50,53,3,19:26:00
FL24388,2024-11-18,T2,B737,20:42:00,50,54,4,21:36:00
FL24389,2024-11-28,T3,B737,01:46:00,50,59,9,02:45:00
FL24390,2024-12-21,T2,A320,15:15:00,55,66,11,16:21:00
FL24391,2024-04-14,T3,A321,15:03:00,50,64,14,16:07:00
FL24392,2024-09-11,T2,A321,09:03:00,55,69,14,10:12:00
FL24393,2024-10-30,T1,B737,19:09:00,45,57,12,20:06:00
FL24394,2024-01-20,T2,B787,19:30:00,40,60,20,20:30:00
FL24395,2024-12-24,T1,B737,04:39:00,40,49,9,05:28:00
FL24396,2024-03-12,T3,A320,00:23:00,55,66,11,01:29:00
FL24397,2024-04-26,T3,B787,15:51:00,45,40,0,16:31:00
FL24398,2024-05-09,T2,A320,01:59:00,50,54,4,02:53:00
FL24399,2024-04-29,T2,B787,22:00:00,40,44,4,22:44:00
FL24400,2024-07-31,T3,B787,14:14:00,55,54,0,15:08:00
FL24401,2024-08-16,T3,B787,16:55:00,45,66,21,18:01:00
FL24402,2024-07-01,T3,A321,15:43:00,45,49,4,16:32:00
FL24403,2024-05-13,T1,B787,18:25:00,55,66,11,19:31:00
FL24404,2024-12-04,T2,A321,07:27:00,45,52,7,08:19:00
FL24405,2024-08-18,T3,A320,16:35:00,40,48,8,17:23:00
FL24406,2024-12-29,T3,B787,17:27:00,55,53,0,18:20:00
FL24407,2024-12-05,T2,B787,18:04:00,55,69,14,19:13:00
FL24408,2024-09-02,T2,B787,01:23:00,45,59,14,02:22:00
FL24409,2024-09-08,T1,A320,03:44:00,55,54,0,04:38:00
FL24410,2024-08-12,T3,B737,03:05:00,55,64,9,04:09:00
FL24411,2024-06-05,T2,B737,06:14:00,45,57,12,07:11:00
FL24412,2024-04-28,T1,A320,01:11:00,55,52,0,02:03:00
FL24413,2024-04-03,T3,A320,01:13:00,40,57,17,02:10:00
FL24414,2024-08-15,T1,A320,22:44:00,55,64,9,23:48:00
FL24415,2024-12-30,T2,B737,02:32:00,45,54,9,03:26:00
FL24416,2024-07-04,T1,A321,01:35:00,55,77,22,02:52:00
FL24417,2024-11-29,T3,A320,07:24:00,40,44,4,08:08:00
FL24418,2024-07-03,T2,B737,18:53:00,50,72,22,20:05:00
FL24419,2024-10-06,T3,A321,13:47:00,40,46,6,14:33:00
FL24420,2024-08-17,T1,B787,17:54:00,55,61,6,18:55:00
FL24421,2024-09-21,T1,B787,06:16:00,40,59,19,07:15:00
FL24422,2024-06-06,T1,A320,12:44:00,50,74,24,13:58:00
FL24423,2024-12-17,T2,A321,18:16:00,45,44,0,19:00:00
FL24424,2024-03-17,T1,B737,03:31:00,45,44,0,04:15:00
FL24425,2024-03-22,T2,B787,12:03:00,45,64,19,13:07:00
FL24426,2024-06-29,T1,B787,19:51:00,40,42,2,20:33:00
FL24427,2024-12-07,T1,B737,12:54:00,50,72,22,14:06:00
FL24428,2024-07-14,T2,B787,05:30:00,50,57,7,06:27:00
FL24429,2024-02-29,T2,B787,12:30:00,45,68,23,13:38:00
FL24430,2024-05-30,T2,A320,19:26:00,45,47,2,20:13:00
FL24431,2024-03-01,T3,A321,13:43:00,45,60,15,14:43:00
FL24432,2024-05-14,T1,A321,06:33:00,55,77,22,07:50:00
FL24433,2024-11-26,T3,A321,08:31:00,55,53,0,09:24:00
FL24434,2024-02-08,T1,A321,11:25:00,50,57,7,12:22:00
FL24435,2024-09-09,T1,B737,10:20:00,45,58,13,11:18:00
FL24436,2024-04-15,T1,A321,22:31:00,50,70,20,23:41:00
FL24437,2024-08-20,T1,A320,10:03:00,40,44,4,10:47:00
FL24438,2024-12-19,T3,B737,21:22:00,55,53,0,22:15:00
FL24439,2024-06-18,T1,A320,11:57:00,45,58,13,12:55:00
FL24440,2024-08-04,T3,B787,05:48:00,40,56,16,06:44:00
FL24441,2024-12-13,T2,A321,08:34:00,50,63,13,09:37:00
FL24442,2024-01-14,T3,A321,06:38:00,40,53,13,07:31:00
FL24443,2024-01-16,T1,B737,03:33:00,55,66,11,04:39:00
FL24444,2024-08-06,T3,A321,09:21:00,40,43,3,10:04:00
FL24445,2024-06-17,T3,A320,21:52:00,45,60,15,22:52:00
FL24446,2024-01-14,T2,B737,21:22:00,45,55,10,22:17:00
FL24447,2024-08-30,T2,A321,04:17:00,55,76,21,05:33:00
FL24448,2024-11-14,T2,A320,23:31:00,50,54,4,00:25:00
FL24449,2024-01-08,T1,B787,11:33:00,50,58,8,12:31:00
FL24450,2024-10-09,T3,A321,21:28:00,50,59,9,22:27:00
FL24451,2024-04-20,T3,A321,22:16:00,50,61,11,23:17:00
FL24452,2024-02-09,T2,A321,17:43:00,40,62,22,18:45:00
FL24453,2024-03-08,T1,B787,16:37:00,50,64,14,17:41:00
FL24454,2024-05-02,T1,A321,13:39:00,55,52,0,14:31:00
FL24455,2024-11-12,T1,B787,03:29:00,40,41,1,04:10:00
FL24456,2024-06-14,T2,A320,04:31:00,50,50,0,05:21:00
FL24457,2024-07-21,T1,B737,19:19:00,45,47,2,20:06:00
FL24458,2024-05-07,T1,A320,09:58:00,50,74,24,11:12:00
FL24459,2024-12-29,T1,A320,18:03:00,40,42,2,18:45:00
FL24460,2024-05-31,T2,B737,17:18:00,40,58,18,18:16:00
FL24461,2024-05-25,T2,B737,17:02:00,40,55,15,17:57:00
FL24462,2024-02-18,T3,A321,04:14:00,55,68,13,05:22:00
FL24463,2024-01-03,T3,B787,12:16:00,40,62,22,13:18:00
FL24464,2024-09-07,T3,A321,12:01:00,55,69,14,13:10:00
FL24465,2024-03-17,T2,A320,08:54:00,55,78,23,10:12:00
FL24466,2024-08-07,T3,B787,20:58:00,55,72,17,22:10:00
FL24467,2024-12-13,T1,A321,19:14:00,40,42,2,19:56:00
FL24468,2024-08-15,T2,B737,17:03:00,55,58,3,18:01:00
FL24469,2024-04-27,T2,B737,00:16:00,40,39,0,00:55:00
FL24470,2024-09-23,T3,A321,14:41:00,40,60,20,15:41:00
FL24471,2024-08-22,T1,B787,15:53:00,50,58,8,16:51:00
FL24472,2024-06-16,T1,A320,13:45:00,50,64,14,14:49:00
FL24473,2024-09-16,T2,B787,16:31:00,55,72,17,17:43:00
FL24474,2024-07-11,T2,A321,14:37:00,50,54,4,15:31:00
FL24475,2024-07-02,T3,B737,03:04:00,45,59,14,04:03:00
FL24476,2024-01-10,T1,B737,23:34:00,40,46,6,00:20:00
FL24477,2024-12-02,T2,A320,17:15:00,50,63,13,18:18:00
FL24478,2024-11-22,T1,B737,01:19:00,45,43,0,02:02:00
FL24479,2024-12-24,T2,A320,13:28:00,45,63,18,14:31:00
FL24480,2024-05-20,T3,A320,05:01:00,55,57,2,05:58:00
FL24481,2024-01-22,T2,B787,20:39:00,40,56,16,21:35:00
FL24482,2024-11-07,T2,B787,21:11:00,45,67,22,22:18:00
FL24483,2024-07-11,T2,A321,21:35:00,50,52,2,22:27:00
FL24484,2024-04-01,T3,A321,02:12:00,40,62,22,03:14:00
FL24485,2024-04-06,T3,A320,17:08:00,50,64,14,18:12:00
FL24486,2024-05-20,T3,A321,12:35:00,50,47,0,13:22:00
FL24487,2024-09-13,T2,B737,10:28:00,45,62,17,11:30:00
FL24488,2024-02-07,T2,A320,16:49:00,55,76,21,18:05:00
FL24489,2024-09-03,T1,A320,12:52:00,40,40,0,13:32:00
FL24490,2024-09-12,T3,A321,02:20:00,55,71,16,03:31:00
FL24491,2024-10-24,T3,B787,08:02:00,45,57,12,08:59:00
FL24492,2024-03-25,T2,A320,22:08:00,55,67,12,23:15:00
FL24493,2024-02-06,T3,A320,05:44:00,45,69,24,06:53:00
FL24494,2024-07-03,T1,B787,21:33:00,50,70,20,22:43:00
FL24495,2024-04-07,T3,B787,18:51:00,50,49,0,19:40:00
FL24496,2024-11-13,T3,A320,07:53:00,45,42,0,08:35:00
FL24497,2024-01-30,T3,A321,18:25:00,50,58,8,19:23:00
FL24498,2024-07-09,T1,A320,18:27:00,45,58,13,19:25:00
FL24499,2024-12-03,T1,A320,21:53:00,40,59,19,22:52:00
FL24500,2024-10-05,T3,A320,18:14:00,50,53,3,19:07:00
FL24501,2024-07-19,T1,A321,02:54:00,50,45,0,03:39:00
FL24502,2024-11-17,T2,B787,14:01:00,45,45,0,14:46:00
FL24503,2024-07-07,T3,A320,23:38:00,45,57,12,00:35:00
FL24504,2024-09-14,T1,B787,14:25:00,50,72,22,15:37:00
FL24505,2024-06-03,T1,A320,18:34:00,40,39,0,19:13:00
FL24506,2024-11-14,T1,A321,07:48:00,50,60,10,08:48:00
FL24507,2024-08-15,T2,A320,21:12:00,45,50,5,22:02:00
FL24508,2024-01-05,T1,A320,10:43:00,40,52,12,11:35:00
FL24509,2024-05-08,T2,B787,11:20:00,40,47,7,12:07:00
FL24510,2024-03-14,T2,A320,15:54:00,40,61,21,16:55:00
FL24511,2024-12-30,T1,A320,14:08:00,55,71,16,15:19:00
FL24512,2024-01-24,T2,A320,04:00:00,55,62,7,05:02:00
